name,url,rating,difficulty,language,tema,subtema
understanding prostate cancer,https://coursera.org/learn/prostate-cancer,4.8,beginner level,en,health, patient care
здоровье семьи: загадки родословной,https://coursera.org/learn/zdorovye-semi-zagadki-rodoslovnoy,4.7,beginner level,ru,health, psychology
"bienestar, equidad y derechos humanos",https://coursera.org/learn/bienestar-equidad-derechos-humanos,4.8,beginner level,es,health, psychology
"introduction to xr: vr, ar, and mr foundations",https://coursera.org/learn/xr-introduction,4.3,beginner level,en,computer science, design and product
coaching conversations,https://coursera.org/learn/coaching-conversations,4.7,beginner level,en,business, leadership and management
applying machine learning to your data with gcp 日本語版,https://coursera.org/learn/data-insights-gcp-apply-ml-jp,4.7,intermediate level,en,information technology, data management
big history - from the big bang until today,https://coursera.org/learn/bighistory,4.6,beginner level,en,physical science and engineering, physics and astronomy
the blues: understanding and performing an american art form,https://coursera.org/learn/the-blues,4.8,none,en,arts and humanities, music and art
patrocinio deportivo,https://coursera.org/learn/patrocinio-deportivo,4.6,beginner level,pt,business, marketing
greening the economy: lessons from scandinavia,https://coursera.org/learn/greening-the-economy,4.7,beginner level,en,physical science and engineering, environmental science and sustainability
rapid gameplay prototyping,https://coursera.org/learn/rapid-gameplay-prototyping,3.9,advanced level,tl,computer science, design and product
preparing for the google cloud professional data engineer exam,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam,4.6,advanced level,en,information technology, cloud computing
¿cómo (nos) cambia la tecnología?,https://coursera.org/learn/comonoscambialatecnologia,4.3,beginner level,es,computer science, design and product
apprendre comment apprendre (aca) : des outils mentaux puissants qui vous aideront à maîtriser des sujets difficiles,https://coursera.org/learn/apprendre-comment-apprendre,4.7,beginner level,fr,personal development, personal development
финансовые рынки и институты (financial markets and institutions),https://coursera.org/learn/finansovye-rynki,4.9,none,ru,social sciences, economics
introduction to the orbital perspective,https://coursera.org/learn/orbitalperspective,4.5,beginner level,en,social sciences, governance and society
business transformation with google cloud,https://coursera.org/learn/business-transformation-google-cloud,4.7,beginner level,en,business, business strategy
internet connection: how to get online?,https://coursera.org/learn/internet-connection-how-to-get-online,4.7,beginner level,en,information technology, networking
luther and the west,https://coursera.org/learn/luther-and-the-west,4.5,none,en,arts and humanities, philosophy
game development for modern platforms,https://coursera.org/learn/gamedev-platforms,4.8,none,da,computer science, software development
political governance and public policy in russia,https://coursera.org/learn/political-governance-russia,4.6,beginner level,en,social sciences, governance and society
les transitions énergétique-écologiques dans les pays du sud,https://coursera.org/learn/transitions-energetiques-pays-du-sud,4.8,intermediate level,fr,social sciences, economics
эксподизайн: проектирование музейной экспозиции в диалогах дизайнера и музеолога,https://coursera.org/learn/ekspodizayn,4.7,beginner level,ru,personal development, personal development
创新思维,https://coursera.org/learn/chuangxin-siwei,4.6,none,zh-cn,personal development, personal development
introduction to international criminal law,https://coursera.org/learn/international-criminal-law,4.8,none,en,social sciences, law
创作吧！微影人！,https://coursera.org/learn/wei-dian-ying-chuang-zuo,4.7,none,zh-cn,arts and humanities, music and art
спортивное программирование,https://coursera.org/learn/sportivnoe-programmirovanie,4.7,beginner level,ru,computer science, algorithms
business implications of ai: a nano-course,https://coursera.org/learn/business-implications-ai-nano-course,4.7,advanced level,en,business, leadership and management
planning a patient safety or quality improvement project (patient safety iii),https://coursera.org/learn/patient-safety-project-planning,4.7,none,en,health, healthcare management
computational vision,https://coursera.org/learn/mind-machine-computational-vision,4.7,beginner level,it,computer science, algorithms
"faster together, enhancing the recruitment of minorities in clinical trials ",https://coursera.org/learn/recruitment-minorities-clinical-trials,4.9,beginner level,en,social sciences, education
explorando os recursos educacionais da khan academy,https://coursera.org/learn/khanacademy,4.8,none,pt,math and logic, math and logic
getting started with music theory,https://coursera.org/learn/music-theory,4.5,beginner level,en,arts and humanities, music and art
fundamentals of macroscopic and microscopic thermodynamics,https://coursera.org/learn/macroscopic-microscopic-thermodynamics,4.7,advanced level,en,physical science and engineering, mechanical engineering
successful career development,https://coursera.org/learn/career-advancement,4.5,beginner level,en,personal development, personal development
copyright for multimedia,https://coursera.org/learn/copyright-for-multimedia,4.7,none,en,arts and humanities, music and art
skills for nursing informatics leaders,https://coursera.org/learn/skills-for-nursing-informatics-leaders,4.7,beginner level,en,health, health informatics
"content, advertising & social imc",https://coursera.org/learn/social-imc,4.7,none,en,business, marketing
marketing analytics capstone project,https://coursera.org/learn/marketing-analytics-project,4.7,none,en,business, marketing
çok değişkenli fonksiyon i: kavramlar / multivariable calculus i:  concepts,https://coursera.org/learn/hesap-calculus-dersi,4.6,none,tr,math and logic, math and logic
nursing informatics leadership theory and practice,https://coursera.org/learn/nursing-informatics-leaders,4.4,beginner level,en,data science, data analysis
entrepreneurship 3: growth strategies,https://coursera.org/learn/growth-strategy,4.8,beginner level,en,business, entrepreneurship
data science math skills,https://coursera.org/learn/datasciencemathskills,4.5,beginner level,en,math and logic, math and logic
introduction to gis mapping,https://coursera.org/learn/introduction-gis-mapping,4.9,beginner level,en,physical science and engineering, environmental science and sustainability
big data: capstone project,https://coursera.org/learn/big-data-proyecto,4.2,advanced level,hr,data science, data analysis
the hidden value – lean in manufacturing and services,https://coursera.org/learn/lean-manufacturing-services,4.7,beginner level,en,business, business essentials
new product development - develop your own new product,https://coursera.org/learn/new-product-development,4.4,intermediate level,en,business, entrepreneurship
droit international de leau douce,https://coursera.org/learn/droit-international-eau-douce,4.9,intermediate level,fr,social sciences, law
magna carta and its legacies: freedom and protest,https://coursera.org/learn/magna-carta,4.7,beginner level,en,arts and humanities, history
diseño y creación de un emprendimiento social,https://coursera.org/learn/emprendimiento-social-negocios-sustentable-canvas-sociales,4.8,beginner level,es,business, entrepreneurship
google cloud platform fundamentals: core infrastructure,https://coursera.org/learn/gcp-fundamentals,4.7,intermediate level,en,information technology, cloud computing
evaluating designs with users,https://coursera.org/learn/evaluating-designs-with-users,4.7,beginner level,en,computer science, design and product
towards language universals through lexical semantics: introduction to lexical and semantic typology,https://coursera.org/learn/lexical-semantic-typology,4.5,advanced level,en,language learning, other languages
traditional herbal medicine in supportive cancer care: from alternative to integrative,https://coursera.org/learn/cancer-medicine-alternative-herbal-asia,4.8,beginner level,en,health, patient care
strategy formulation,https://coursera.org/learn/strategy-formulation,4.5,none,en,business, business strategy
the evolving universe,https://coursera.org/learn/evolvinguniverse,4.7,none,en,physical science and engineering, physics and astronomy
european business law: doing business in europe,https://coursera.org/learn/eu-law-doing-business,4.7,none,en,business, business essentials
"comparing genes, proteins, and genomes (bioinformatics iii)",https://coursera.org/learn/comparing-genomes,4.7,beginner level,en,health, health informatics
concept art for video games,https://coursera.org/learn/concept-art-video-games,4.7,none,en,arts and humanities, music and art
правовые формы ведения бизнеса в россии,https://coursera.org/learn/pravovyye-formy-vedeniya-biznesa-rossii,4.5,beginner level,ru,business, leadership and management
teaching impacts of technology: fundamentals,https://coursera.org/learn/teach-impacts-technology-fundamentals,4.7,beginner level,en,social sciences, education
statistics for genomic data science,https://coursera.org/learn/statistical-genomics,4.1,none,en,data science, probability and statistics
art and science of machine learning,https://coursera.org/learn/art-science-ml,4.6,intermediate level,en,data science, machine learning
"""espace mondial"" الرؤية الفرنسية للدراسات العالمية",https://coursera.org/learn/espace-mondial-ar,4.7,none,ar,social sciences, governance and society
managing g suite,https://coursera.org/learn/managing-g-suite,4.7,beginner level,tl,computer science, computer security and networks
теория игр (game theory),https://coursera.org/learn/game-theory,4.8,none,bg,math and logic, math and logic
legal aspects of conducting business in russia,https://coursera.org/learn/legal-business-russia,4.7,beginner level,en,business, business essentials
a brief history of human spaceflight,https://coursera.org/learn/human-spaceflight,4.3,none,en,arts and humanities, history
engineering health: introduction to yoga and physiology,https://coursera.org/learn/engineering-health-yoga-physiology,4.8,beginner level,en,health, basic science
cyber security in manufacturing,https://coursera.org/learn/cyber-security-manufacturing,4.6,beginner level,en,physical science and engineering, mechanical engineering
nützliches feedback geben (giving helpful feedback),https://coursera.org/learn/feedback-de,4.7,none,de,business, business essentials
линейная регрессия,https://coursera.org/learn/lineynaya-regressiya,4.7,intermediate level,ru,data science, probability and statistics
accounting analysis ii: measurement and disclosure of liabilities,https://coursera.org/learn/accounting-analysis-2-liabilities,4.8,intermediate level,en,business, business essentials
introducción a la estrategia,https://coursera.org/learn/introduccionalaestrategia,4.8,none,es,business, business essentials
competencias digitales. conceptos y herramientas básicas,https://coursera.org/learn/competencias-digitales-herramientas-basicas,4.6,beginner level,es,personal development, personal development
causal inference,https://coursera.org/learn/causal-inference,3.7,advanced level,ca,data science, probability and statistics
многопоточность,https://coursera.org/learn/ios-multithreading,4.7,intermediate level,ru,computer science, mobile and web development
archaeoastronomy,https://coursera.org/learn/archaeoastronomy,4.5,beginner level,en,physical science and engineering, physics and astronomy
social entrepreneurship,https://coursera.org/learn/wharton-social-entrepreneurship,4.7,none,ca,business, entrepreneurship
proyecto de fundamentos empresariales de wharton,https://coursera.org/learn/wharton-proyecto-final-empresariales,4.8,none,es,business, business essentials
introduction to people analytics,https://coursera.org/learn/people-analytics,4,none,en,data science, data analysis
interacting with the system and managing memory,https://coursera.org/learn/interacting-system-managing-memory,4.4,beginner level,en,computer science, software development
machine learning foundations: a case study approach,https://coursera.org/learn/ml-foundations,4.6,none,en,data science, machine learning
planning for climate change in african cities,https://coursera.org/learn/climate-change-africa,4.8,intermediate level,en,physical science and engineering, environmental science and sustainability
"genre : quels enjeux ? violences, globalisation, biomédecine, sexualités.",https://coursera.org/learn/genre,4.9,beginner level,fr,social sciences, governance and society
google cloud platform fundamentals for aws professionals,https://coursera.org/learn/gcp-fundamentals-aws,4.6,intermediate level,en,computer science, computer security and networks
palo alto networks cybersecurity gateway ii,https://coursera.org/learn/cybersecurity-gateway-2,4.7,intermediate level,en,information technology, security
введение в технологию блокчейн,https://coursera.org/learn/introduction-to-blockchain,4.6,intermediate level,ru,computer science, computer security and networks
problem solving using computational thinking,https://coursera.org/learn/compthinking,4.7,beginner level,en,computer science, algorithms
surviving disruptive technologies (on demand),https://coursera.org/learn/surviving-disruptive-technologies,4.6,beginner level,de,business, leadership and management
computer vision basics,https://coursera.org/learn/computer-vision-basics,3.9,intermediate level,en,computer science, algorithms
everyday chinese medicine,https://coursera.org/learn/everyday-chinese-medicine,4.7,intermediate level,en,health, basic science
foundations of teaching for learning: learners and learning,https://coursera.org/learn/teaching-learning,4.6,none,en,social sciences, education
the bits and bytes of computer networking,https://coursera.org/learn/computer-networking,4.7,beginner level,en,information technology, networking
organisational design: know your organisation,https://coursera.org/learn/organisational-design-know-your-organisation,4.9,beginner level,en,business, leadership and management
introduction to formal concept analysis,https://coursera.org/learn/formal-concept-analysis,4.8,intermediate level,en,data science, data analysis
preparing: prep for providers and patients,https://coursera.org/learn/prep,4.7,beginner level,en,health, patient care
mastering the software engineering interview,https://coursera.org/learn/cs-tech-interview,4.6,intermediate level,en,computer science, software development
conversational english skills,https://coursera.org/learn/conversational-english-skills,4.5,beginner level,en,language learning, learning english
diseño de videojuegos: una introducción,https://coursera.org/learn/diseno-videojuegos-intro,4.6,beginner level,es,computer science, design and product
"impacting the opioid crisis: prevention, education, and practice for non-prescribing providers",https://coursera.org/learn/opioid,4.7,beginner level,en,health, public health
classical papers in molecular genetics,https://coursera.org/learn/papers-molecular-genetics,4.7,none,en,health, basic science
bajemos la temperatura: de la ciencia climática a la acción,https://coursera.org/learn/cambios-temperatura,4.9,beginner level,es,social sciences, governance and society
time value of money,https://coursera.org/learn/time-value-of-money,4.9,beginner level,en,business, finance
charles darwin: el origen del evolucionismo moderno,https://coursera.org/learn/darwin-origen-evolucionismo-moderno,4.7,intermediate level,es,health, basic science
addiction treatment: clinical skills for healthcare providers,https://coursera.org/learn/addiction-treatment,4.7,beginner level,en,health, patient care
неорганическая химия: введение в химию элементов (inorganic chemistry: introduction to chemistry of the elements),https://coursera.org/learn/neorganicheskaya-khimiya,4.6,intermediate level,en,physical science and engineering, chemistry
"the holocaust - an introduction (i): nazi germany: ideology, the jews and the world",https://coursera.org/learn/holocaust-introduction-1,4.8,none,en,arts and humanities, history
intel® network academy - network transformation 101,https://coursera.org/learn/network-transformation-101,4.5,beginner level,en,information technology, networking
agricultura urbana y periurbana,https://coursera.org/learn/agricultura-urbana,4.6,beginner level,id,health, nutrition
introduction to human behavioral genetics,https://coursera.org/learn/behavioralgenetics,4.8,none,en,health, psychology
the new nordic diet - from gastronomy to health,https://coursera.org/learn/new-nordic-diet,4.5,none,en,health, nutrition
"modern robotics, course 1:  foundations of robot motion",https://coursera.org/learn/modernrobotics-course1,4.7,intermediate level,en,physical science and engineering, mechanical engineering
مقدمة عن التفاوض: دليل استراتيجي لتصبح مُفاوضًا ذا مبادئ ومُقنعًا,https://coursera.org/learn/negotiation-ar,4.8,none,ar,business, business essentials
the business of social,https://coursera.org/learn/business-of-social,4.7,none,en,business, marketing
inferential statistics,https://coursera.org/learn/inferential-statistics,4.4,none,en,data science, probability and statistics
esports management capstone project,https://coursera.org/learn/esports-management-capstone-project,4.3,beginner level,ca,business, leadership and management
generative design for part consolidation,https://coursera.org/learn/generative-design-part-consolidation,4.7,advanced level,en,physical science and engineering, mechanical engineering
quantitative methods,https://coursera.org/learn/quantitative-methods,4.7,none,en,physical science and engineering, research methods
thomas berry的世界观：地球社区的繁荣 (the worldview of thomas berry: the flourishing of the earth community),https://coursera.org/learn/diqiu-fanrong,4.7,none,en,arts and humanities, history
dog emotion and cognition,https://coursera.org/learn/dog-emotion-and-cognition,4.6,none,en,health, animal health
science of exercise,https://coursera.org/learn/science-exercise,4.8,beginner level,en,health, basic science
deciphering secrets: the illuminated manuscripts of medieval europe,https://coursera.org/learn/medieval-europe,4.7,beginner level,en,arts and humanities, history
writing winning resumes and cover letters,https://coursera.org/learn/resume-writing,4.7,intermediate level,en,business, business essentials
the fall and rise of jerusalem,https://coursera.org/learn/jerusalem,4.5,none,en,arts and humanities, history
cómputo evolutivo,https://coursera.org/learn/computo-evolutivo,4.7,intermediate level,it,computer science, algorithms
preparing for the google cloud professional data engineer exam 日本語版,https://coursera.org/learn/preparing-cloud-professional-data-engineer-exam-jp,4.7,advanced level,en,information technology, cloud computing
basic notions in physics - רעיונות מרכזיים בפיזיקה,https://coursera.org/learn/physics-intro,4.9,beginner level,he,physical science and engineering, physics and astronomy
population health: responsible data analysis,https://coursera.org/learn/responsible-data-analysis,4.8,beginner level,en,data science, data analysis
цифровой маркетинг и социальные сети,https://coursera.org/learn/cifrovoj-marketing,4.6,intermediate level,ru,business, marketing
understanding financial markets,https://coursera.org/learn/understanding-financial-markets,4.7,beginner level,en,business, finance
global health and humanitarianism,https://coursera.org/learn/health-humanitarianism,4.7,beginner level,en,social sciences, governance and society
finance for everyone: value,https://coursera.org/learn/finance-value,4.7,none,en,business, finance
copyright for educators & librarians,https://coursera.org/learn/copyright-for-education,4.8,none,en,social sciences, education
rethinking ageing:  are we prepared to live longer?,https://coursera.org/learn/ageing,4.5,beginner level,en,health, public health
roman art and archaeology,https://coursera.org/learn/roman-art-archaeology,4.7,none,en,arts and humanities, history
the blockchain,https://coursera.org/learn/uciblockchain,3.9,beginner level,en,computer science, algorithms
инструменты позитивной психологии в менеджменте. курс для руководителей,https://coursera.org/learn/instrumenty-pozitivnoy-psikhologii-menedzhmente,4.9,beginner level,ru,personal development, personal development
object-oriented design,https://coursera.org/learn/object-oriented-design,4.7,intermediate level,nl,computer science, software development
corporate finance ii: financing investments and managing risk,https://coursera.org/learn/corporate-finance-two,4.9,none,en,business, finance
diseñando páginas web con bootstrap 4,https://coursera.org/learn/disenando-paginas-bootstrap4,4.5,beginner level,es,computer science, mobile and web development
calvin - histoire et réception dune réforme,https://coursera.org/learn/calvin,4.9,beginner level,fr,arts and humanities, history
ai capstone project with deep learning,https://coursera.org/learn/ai-deep-learning-capstone,4.7,advanced level,en,data science, machine learning
introducción a la gestión de operaciones,https://coursera.org/learn/wharton-gestion-operaciones,4.3,none,es,business, business strategy
"living with dementia: impact on individuals, caregivers, communities and societies",https://coursera.org/learn/dementia-care,4.7,beginner level,en,health, patient care
probabilistic graphical models 3: learning,https://coursera.org/learn/probabilistic-graphical-models-3-learning,4.6,advanced level,en,data science, machine learning
google cloud platform big data and machine learning fundamentals em português brasileiro,https://coursera.org/learn/gcp-big-data-ml-fundamentals-br,4.8,intermediate level,en,data science, machine learning
introduction and programming with iot boards,https://coursera.org/learn/introduction-iot-boards,4.5,beginner level,en,information technology, cloud computing
teaching character and creating positive classrooms,https://coursera.org/learn/teaching-character,4.8,none,en,social sciences, education
art and science of machine learning en français,https://coursera.org/learn/art-science-ml-fr,4.7,intermediate level,en,data science, machine learning
designing data-intensive applications,https://coursera.org/learn/data-intensive-applications,4.7,intermediate level,it,data science, data analysis
قيادة الفرق,https://coursera.org/learn/leading-teams-ar,4.8,none,ar,business, leadership and management
史記 (shi ji),https://coursera.org/learn/shiji,5,beginner level,sw,arts and humanities, history
"cloud computing applications, part 2: big data and applications in the cloud",https://coursera.org/learn/cloud-applications-part2,4.2,none,en,computer science, computer security and networks
requirements writing,https://coursera.org/learn/requirements-writing,4.6,none,fr,physical science and engineering, electrical engineering
introducción al arte sonoro,https://coursera.org/learn/introduccion-arte-sonoro,4.5,beginner level,es,arts and humanities, music and art
launching into machine learning em português brasileiro,https://coursera.org/learn/launching-machine-learning-br,4.6,intermediate level,pt,data science, machine learning
"desarrollo de aplicaciones mobile multiplataforma con nativescript, angular y redux",https://coursera.org/learn/aplicaciones-mobile-multiplataforma-nativescript-angular-redux,4,beginner level,es,computer science, mobile and web development
excel skills for business: advanced,https://coursera.org/learn/excel-advanced,4.7,intermediate level,en,business, business essentials
understanding korean politics,https://coursera.org/learn/understanding-korean-politics,4.8,beginner level,en,social sciences, governance and society
arte 3d y animación en videojuegos,https://coursera.org/learn/videojuegos-animation,4.5,none,es,computer science, design and product
оценка стоимости компании,https://coursera.org/learn/ocenka-stoimosti-kompanii,4.4,none,ru,business, finance
handheld ar app development with unity,https://coursera.org/learn/handheld-ar,3.8,intermediate level,en,computer science, mobile and web development
predictive modeling and analytics,https://coursera.org/learn/predictive-modeling-analytics,3.9,none,en,data science, data analysis
intellectual humility: practice,https://coursera.org/learn/intellectual-humility-practice,4.7,beginner level,en,arts and humanities, philosophy
practical predictive analytics: models and methods,https://coursera.org/learn/predictive-analytics,4.1,none,en,data science, data analysis
regression modeling in practice,https://coursera.org/learn/regression-modeling-practice,4.4,none,en,data science, probability and statistics
assessment for learning,https://coursera.org/learn/assessmentforlearning,4.9,beginner level,en,social sciences, education
esports teams and professional players,https://coursera.org/learn/esports-teams-professional-players,4.3,beginner level,en,business, leadership and management
créer et développer une startup technologique,https://coursera.org/learn/startup-technologique,4.6,none,fr,business, entrepreneurship
статистические методы в гуманитарных исследованиях,https://coursera.org/learn/statistics-for-humanities,4.9,intermediate level,ru,data science, probability and statistics
the oral cavity: portal to health and disease,https://coursera.org/learn/oralcavity,4.9,intermediate level,en,health, basic science
"teaching impacts of technology: data collection, use, and privacy",https://coursera.org/learn/teach-impacts-technology-data,4.7,beginner level,en,social sciences, education
valuación de empresas,https://coursera.org/learn/valuacionempresas,4.7,intermediate level,es,business, finance
how google does machine learning en español,https://coursera.org/learn/google-machine-learning-es,4.7,intermediate level,es,data science, machine learning
practical machine learning,https://coursera.org/learn/practical-machine-learning,4.5,none,en,data science, machine learning
herbal medicine,https://coursera.org/learn/herbalmedicine,4.9,intermediate level,en,health, patient care
creative problem solving,https://coursera.org/learn/creative-problem-solving,4.1,none,en,personal development, personal development
agile software development,https://coursera.org/learn/agile-software-development,4.6,intermediate level,en,computer science, software development
"problem solving, python programming, and video games",https://coursera.org/learn/problem-solving-programming-video-games,4.3,beginner level,en,computer science, software development
fundamentals of scalable data science,https://coursera.org/learn/ds,4.3,beginner level,en,data science, data analysis
identifying security vulnerabilities,https://coursera.org/learn/identifying-security-vulnerabilities,4.5,intermediate level,en,computer science, computer security and networks
introduction to personal branding,https://coursera.org/learn/personal-branding,4.3,beginner level,en,personal development, personal development
剪辑：像编剧一样剪辑,https://coursera.org/learn/jian-ji,4.6,beginner level,zh-cn,arts and humanities, music and art
основы бизнес-планирования и маркетинга,https://coursera.org/learn/osnovy-biznes-planirovaniya-marketinga,4.8,beginner level,ru,business, business essentials
"american education reform: history, policy, practice",https://coursera.org/learn/edref,4.8,none,en,arts and humanities, history
cybersecurity policy for aviation and internet infrastructures,https://coursera.org/learn/cybersecurity-policy-aviation-internet,4.8,beginner level,en,social sciences, governance and society
from the big bang to dark energy,https://coursera.org/learn/big-bang,4.8,beginner level,en,physical science and engineering, physics and astronomy
effectively delivering the news to your audience,https://coursera.org/learn/deliver-the-news,4.7,intermediate level,en,arts and humanities, music and art
history of medical cannabis,https://coursera.org/learn/history-medical-cannabis-cbd-thc,4.9,beginner level,en,health, public health
"a tanulás tanulása: hatékony mentális eszközök, melyek segítenek megbirkózni a nehéz tantárgyakkal (learning how to learn)",https://coursera.org/learn/a-tanulas-tanulasa,4.7,beginner level,hu,personal development, personal development
introdução ao marketing analítico,https://coursera.org/learn/marketing-analitico,4.7,none,pt,business, marketing
the roles and responsibilities of nonprofit boards of directors within the governance process,https://coursera.org/learn/nonprofit-gov-2,4.5,none,en,business, leadership and management
элементы атомной и ядерной физики,https://coursera.org/learn/elementy-atomnoj-i-yadernoj-fiziki,4.7,none,ru,physical science and engineering, physics and astronomy
know thyself - the value and limits of self-knowledge: the unconscious,https://coursera.org/learn/know-thyself-the-unconscious,4.6,intermediate level,en,arts and humanities, philosophy
finance for everyone capstone project,https://coursera.org/learn/finance-capstone,4,none,en,business, finance
"sit less, get active",https://coursera.org/learn/get-active,4.5,beginner level,fr,personal development, personal development
interest rate models,https://coursera.org/learn/interest-rate-models,4.6,advanced level,de,business, finance
building web applications in php,https://coursera.org/learn/web-applications-php,4.8,intermediate level,en,computer science, mobile and web development
big data: adquisición y almacenamiento de datos,https://coursera.org/learn/adquisicion-almacenamiento-de-datos,4.4,intermediate level,es,data science, data analysis
optimizing machine learning performance,https://coursera.org/learn/optimize-machine-learning-model-performance,4.6,none,en,data science, machine learning
analyzing the universe,https://coursera.org/learn/analyze,4.7,beginner level,en,physical science and engineering, physics and astronomy
successful presentation,https://coursera.org/learn/presentation-skills,4.7,beginner level,it,business, business essentials
the marketing plan,https://coursera.org/learn/marketingplan,4.6,none,en,business, marketing
algorithms on graphs,https://coursera.org/learn/algorithms-on-graphs,4.7,intermediate level,en,computer science, algorithms
meaningful predictive modeling,https://coursera.org/learn/meaningful-predictive-modeling,4.3,intermediate level,en,data science, data analysis
cross-border road transport in eu law context,https://coursera.org/learn/transport-eu-law,4.7,advanced level,en,social sciences, law
fixing healthcare delivery 2.0: advanced lean,https://coursera.org/learn/fixing-healthcare-delivery-advanced-lean,4.8,none,en,health, healthcare management
mechanics of materials i: fundamentals of stress & strain and axial loading,https://coursera.org/learn/mechanics-1,4.8,none,en,physical science and engineering, mechanical engineering
chinese for beginners,https://coursera.org/learn/learn-chinese,4.7,none,no,language learning, other languages
migrations internationales : un enjeu mondial,https://coursera.org/learn/migrations-internationales,4.7,beginner level,fr,social sciences, governance and society
emprendimiento y métodos ágiles de desarrollo en videojuegos,https://coursera.org/learn/videojuegos-emprendimiento,4.6,beginner level,es,computer science, design and product
curanderismo: traditional healing of the body,https://coursera.org/learn/curanderismo-traditional-healing-body,4.6,beginner level,en,arts and humanities, history
reasoning across the disciplines,https://coursera.org/learn/critical-reasoning,4.5,beginner level,en,arts and humanities, philosophy
african cities : an introduction to urban planning,https://coursera.org/learn/african-cities1,4.7,intermediate level,en,social sciences, governance and society
web application development: basic concepts,https://coursera.org/learn/web-app,4.6,none,en,computer science, mobile and web development
enseñanza de las matemáticas de primaria,https://coursera.org/learn/ensenanza-matematicas-primaria,4.8,beginner level,es,math and logic, math and logic
financial risk management with r,https://coursera.org/learn/financial-risk-management-with-r,4.7,intermediate level,en,business, finance
major and principal gifts,https://coursera.org/learn/major-principal-gifts,4.4,beginner level,en,business, business strategy
classics of chinese humanities: guided readings,https://coursera.org/learn/classics-chinese-humanities,4.6,none,en,arts and humanities, music and art
cloud computing project,https://coursera.org/learn/cloud-computing-project,4.2,none,en,computer science, computer security and networks
career total fitness annual retreat,https://coursera.org/learn/career-fitness,4.7,intermediate level,en,personal development, personal development
newborn capstone,https://coursera.org/learn/newborn-capstone,4.7,beginner level,en,health, healthcare management
strategy implementation,https://coursera.org/learn/strategy-implementation,4.7,none,en,business, business strategy
u.s. federal taxation capstone,https://coursera.org/learn/us-federal-tax-capstone,5,intermediate level,en,business, business essentials
noun clauses and conditionals,https://coursera.org/learn/noun-clauses-conditionals,4.8,intermediate level,en,language learning, learning english
design thinking and predictive analytics for data products,https://coursera.org/learn/design-thinking-predictive-analytics-data-products,4.3,intermediate level,en,data science, data analysis
delivery problem,https://coursera.org/learn/delivery-problem,4.6,beginner level,da,computer science, algorithms
"programming languages, part b",https://coursera.org/learn/programming-languages-part-b,4.9,intermediate level,en,computer science, software development
foundations of everyday leadership,https://coursera.org/learn/everyday-leadership-foundation,4.8,none,en,business, leadership and management
теория игр,https://coursera.org/learn/gametheory,4.7,intermediate level,bg,social sciences, economics
today’s music industry,https://coursera.org/learn/music-industry,4.7,none,en,business, business strategy
customer segmentation and prospecting,https://coursera.org/learn/customer-segmentation-prospecting,4.8,beginner level,en,business, business essentials
finanzas para directivos,https://coursera.org/learn/finanzas-operativas,4.9,beginner level,es,business, finance
тонкости верстки,https://coursera.org/learn/tonkosti-verstki,4.6,intermediate level,ru,computer science, mobile and web development
solar energy basics,https://coursera.org/learn/solar-energy-basics,4.7,beginner level,en,physical science and engineering, environmental science and sustainability
the beauty of kunqu opera,https://coursera.org/learn/kunqu-opera,4.8,none,en,arts and humanities, music and art
русский как иностранный: b1+. часть 2. russian as a foreign language. b1+. part 2.,https://coursera.org/learn/russkiy-kak-inostrannyy-b1-2,4.7,intermediate level,ru,language learning, other languages
искусство продаж,https://coursera.org/learn/iskusstvo-prodazh,4.7,beginner level,ru,business, business essentials
fundamentals of machine learning in finance,https://coursera.org/learn/fundamentals-machine-learning-in-finance,3.8,intermediate level,en,data science, machine learning
instructional methods in health professions education,https://coursera.org/learn/instructional-methods-education,4.6,intermediate level,en,health, public health
sustentabilidad y economías sociales,https://coursera.org/learn/sustentabilidad-economias-sociales,4.7,beginner level,es,social sciences, economics
supply chain planning,https://coursera.org/learn/planning,4.7,beginner level,en,business, business strategy
asian environmental humanities: landscapes in transition,https://coursera.org/learn/asian-environmental-humanities,4.9,beginner level,en,arts and humanities, music and art
guidance to keep newborn babies safe and healthy,https://coursera.org/learn/keeping-newborn-baby-safe-healthy,5,beginner level,en,health, public health
healthcare data models,https://coursera.org/learn/healthcare-data-models,4.2,intermediate level,ca,health, health informatics
managing social and human capital,https://coursera.org/learn/wharton-social-human-capital,4.5,beginner level,tl,business, leadership and management
"big data analysis: hive, spark sql, dataframes and graphframes",https://coursera.org/learn/big-data-analysis,4,advanced level,en,data science, data analysis
введение в гендерную социологию (introduction to the sociology of gender),https://coursera.org/learn/vvedeniye-gendernuyu-sotsiologiyu,4.5,beginner level,en,social sciences, governance and society
introduction to numerical analysis,https://coursera.org/learn/intro-to-numerical-analysis,4.7,intermediate level,en,computer science, algorithms
人工智慧：機器學習與理論基礎 (artificial intelligence - learning & theory),https://coursera.org/learn/ai2,4.8,intermediate level,en,data science, machine learning
introduction à la programmation orientée objet (en java),https://coursera.org/learn/programmation-orientee-objet-java,4.8,intermediate level,fr,computer science, software development
research proposal: initiating research,https://coursera.org/learn/research-proposal-initiating-research,4.5,intermediate level,en,business, marketing
genomic data science with galaxy,https://coursera.org/learn/galaxy-project,3.7,none,en,data science, data analysis
